Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,10381186,3,"Wednesday, December 28, 2011 05:01:47 UTC",63.0769,-150.9317,2.3,117.90,43,"Central Alaska"
nc,71701405,0,"Wednesday, December 28, 2011 05:00:37 UTC",38.7735,-122.7402,1.2,1.90,18,"Northern California"
hv,60294006,2,"Wednesday, December 28, 2011 04:40:27 UTC",20.0418,-156.0247,3.8,10.50,49,"Maui region, Hawaii"
us,c0007dlx,5,"Wednesday, December 28, 2011 04:23:41 UTC",51.8212,95.8438,4.7,8.20,43,"southwestern Siberia, Russia"
ci,11047221,2,"Wednesday, December 28, 2011 04:02:37 UTC",34.2890,-116.9708,2.3,8.30,125,"Southern California"
ci,11047213,2,"Wednesday, December 28, 2011 03:56:41 UTC",34.2968,-116.9653,1.1,9.00,15,"Southern California"
nc,71701355,0,"Wednesday, December 28, 2011 03:56:21 UTC",38.8297,-122.7790,1.4,0.90,21,"Northern California"
ak,10382845,2,"Wednesday, December 28, 2011 03:42:18 UTC",51.8451,-172.2690,2.5,49.90, 9,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10382844,2,"Wednesday, December 28, 2011 03:33:44 UTC",61.4866,-146.5392,1.2,32.10,14,"Southern Alaska"
uu,12280319,2,"Wednesday, December 28, 2011 03:19:15 UTC",39.6392,-110.3993,1.0,1.40, 5,"Utah"
ak,10381171,2,"Wednesday, December 28, 2011 03:03:43 UTC",51.6500,-179.3798,3.7,10.90,27,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71701305,1,"Wednesday, December 28, 2011 02:50:05 UTC",38.8192,-122.8062,1.4,2.00,27,"Northern California"
ci,11047197,2,"Wednesday, December 28, 2011 02:44:32 UTC",33.9967,-116.8077,1.1,14.10,38,"Southern California"
nc,71701295,0,"Wednesday, December 28, 2011 02:30:25 UTC",36.5358,-121.0098,1.7,9.00,20,"Central California"
nc,71701290,0,"Wednesday, December 28, 2011 02:16:46 UTC",38.8302,-122.8048,1.3,2.00,18,"Northern California"
ak,10382842,2,"Wednesday, December 28, 2011 01:54:30 UTC",53.9954,-162.3426,1.9,20.40,14,"south of Alaska"
nn,00361912,8,"Wednesday, December 28, 2011 01:51:52 UTC",37.8004,-117.8973,1.1,0.00,13,"Nevada"
ak,10381145,1,"Wednesday, December 28, 2011 01:39:43 UTC",63.1693,-154.9404,3.0,12.80, 8,"Central Alaska"
ak,10382841,2,"Wednesday, December 28, 2011 01:39:31 UTC",63.0781,-149.3076,1.3,9.40,13,"Central Alaska"
us,c0007dl5,6,"Wednesday, December 28, 2011 01:35:49 UTC",60.8529,167.0789,4.8,7.70,198,"near the east coast of Koryakskiy Avtonomnyy Okrug, Russia"
nc,71701240,0,"Wednesday, December 28, 2011 01:32:26 UTC",38.8440,-122.8517,1.0,0.10,10,"Northern California"
nc,71701230,1,"Wednesday, December 28, 2011 01:31:27 UTC",38.8405,-122.8422,1.5,1.80,25,"Northern California"
ak,10382840,2,"Wednesday, December 28, 2011 01:26:22 UTC",58.9561,-153.8169,2.0,95.80,23,"Kodiak Island region, Alaska"
ak,10382839,2,"Wednesday, December 28, 2011 01:26:20 UTC",59.6713,-150.1514,1.0,33.20, 7,"Kenai Peninsula, Alaska"
nc,71701215,0,"Wednesday, December 28, 2011 01:20:11 UTC",37.5638,-118.8392,1.3,9.80,16,"Central California"
ci,11047181,2,"Wednesday, December 28, 2011 01:00:49 UTC",35.0393,-117.6617,1.5,7.00,15,"Southern California"
ak,10381131,2,"Wednesday, December 28, 2011 00:59:04 UTC",52.7397,-169.9829,3.1,10.00,21,"Fox Islands, Aleutian Islands, Alaska"
nc,71701205,1,"Wednesday, December 28, 2011 00:56:46 UTC",38.8137,-122.8265,1.8,2.70,39,"Northern California"
ak,10382837,2,"Wednesday, December 28, 2011 00:52:07 UTC",50.4398,-174.1102,2.8,20.00, 9,"Andreanof Islands, Aleutian Islands, Alaska"
uu,12280046,2,"Wednesday, December 28, 2011 00:46:38 UTC",39.4200,-111.2230,1.4,7.70, 7,"Utah"
us,c0007dku,4,"Wednesday, December 28, 2011 00:40:33 UTC",52.0164,95.6456,4.8,9.80,56,"southwestern Siberia, Russia"
us,2011vaaj,7,"Wednesday, December 28, 2011 00:26:41 UTC",-32.6408,-71.5819,4.0,42.40, 8,"offshore Valparaiso, Chile"
ci,11047165,2,"Wednesday, December 28, 2011 00:22:33 UTC",35.0408,-117.6672,1.7,5.60,20,"Southern California"
us,2011vabg,8,"Wednesday, December 28, 2011 00:18:11 UTC",37.6224,-104.8607,2.7,5.00,19,"Colorado"
ak,10382835,2,"Wednesday, December 28, 2011 00:12:00 UTC",61.4981,-151.3889,1.4,71.50,20,"Southern Alaska"
pr,11362000,0,"Wednesday, December 28, 2011 00:11:28 UTC",19.0153,-67.7305,2.9,25.30, 7,"Puerto Rico region"
hv,60293991,1,"Wednesday, December 28, 2011 00:07:46 UTC",19.4478,-155.4883,1.7,10.10,40,"Island of Hawaii, Hawaii"
ak,10381114,2,"Wednesday, December 28, 2011 00:01:43 UTC",65.0028,-147.3338,1.2,0.00, 9,"northern Alaska"
nn,00361899,8,"Tuesday, December 27, 2011 23:51:45 UTC",35.9192,-115.9466,1.0,0.00, 6,"Central California"
us,c0007dkc,4,"Tuesday, December 27, 2011 23:22:06 UTC",-6.7193,127.3354,4.8,404.20,46,"Banda Sea"
ak,10381104,2,"Tuesday, December 27, 2011 23:21:39 UTC",62.0868,-148.9774,1.6,38.60,30,"Central Alaska"
nc,71701165,2,"Tuesday, December 27, 2011 23:07:04 UTC",36.7585,-121.2613,1.0,9.50,19,"Central California"
ci,11047157,2,"Tuesday, December 27, 2011 23:06:01 UTC",33.9560,-118.3135,1.7,16.80,16,"Greater Los Angeles area, California"
nc,71701150,3,"Tuesday, December 27, 2011 22:59:57 UTC",37.8790,-122.2613,2.1,9.50,117,"San Francisco Bay area, California"
nc,71701145,1,"Tuesday, December 27, 2011 22:56:46 UTC",38.8072,-122.7917,1.7,1.50,30,"Northern California"
ci,11047149,2,"Tuesday, December 27, 2011 22:44:57 UTC",33.3303,-116.2378,1.0,3.40,29,"Southern California"
ci,11047141,2,"Tuesday, December 27, 2011 22:44:19 UTC",33.3167,-116.2440,1.4,5.60,57,"Southern California"
ci,11047133,2,"Tuesday, December 27, 2011 22:39:29 UTC",35.6468,-117.6562,1.2,4.60,35,"Southern California"
uu,12272234,2,"Tuesday, December 27, 2011 22:33:25 UTC",39.6972,-111.2487,1.4,0.00,11,"Utah"
us,2011uza8,1,"Tuesday, December 27, 2011 22:18:00 UTC",38.9337,43.6098,3.9,5.00,22,"eastern Turkey"
ci,11047117,2,"Tuesday, December 27, 2011 21:51:31 UTC",32.7348,-115.4147,1.9,8.60,26,"Southern California"
ak,10381079,2,"Tuesday, December 27, 2011 21:40:41 UTC",61.5661,-146.5213,2.0,22.70,45,"Southern Alaska"
ak,10381075,2,"Tuesday, December 27, 2011 21:31:54 UTC",63.9430,-148.9161,1.8,0.00,19,"Central Alaska"
ak,10381072,2,"Tuesday, December 27, 2011 21:26:20 UTC",63.0682,-151.5222,1.7,9.40,23,"Central Alaska"
ak,10381067,2,"Tuesday, December 27, 2011 21:16:55 UTC",61.5158,-146.6511,2.0,31.20,42,"Southern Alaska"
ci,11047109,2,"Tuesday, December 27, 2011 21:01:32 UTC",33.9330,-116.9988,1.2,17.80,39,"Southern California"
ci,11047101,2,"Tuesday, December 27, 2011 20:42:54 UTC",33.6630,-117.2385,1.3,2.70,21,"Southern California"
us,c0007df7,6,"Tuesday, December 27, 2011 20:30:14 UTC",1.8853,128.3025,5.0,110.50,80,"Halmahera, Indonesia"
us,c0007df2,9,"Tuesday, December 27, 2011 20:19:12 UTC",51.8107,96.0610,4.7,15.40,92,"southwestern Siberia, Russia"
ak,10381047,2,"Tuesday, December 27, 2011 20:18:35 UTC",60.0833,-152.2812,1.9,84.10,22,"Southern Alaska"
ak,10381034,2,"Tuesday, December 27, 2011 19:32:16 UTC",60.4568,-143.7138,1.7,1.00,24,"Southern Alaska"
us,c0007dee,5,"Tuesday, December 27, 2011 19:18:54 UTC",38.7617,43.7102,4.7,21.50,97,"eastern Turkey"
us,c0007de8,7,"Tuesday, December 27, 2011 19:14:33 UTC",34.3918,23.7201,4.5,45.50,87,"Crete, Greece"
ak,10381029,2,"Tuesday, December 27, 2011 19:11:47 UTC",63.4793,-151.2742,1.0,11.40,14,"Central Alaska"
ak,10381020,2,"Tuesday, December 27, 2011 18:46:11 UTC",63.3730,-149.9869,1.3,3.80,22,"Central Alaska"
nc,71701065,1,"Tuesday, December 27, 2011 18:35:48 UTC",39.8732,-120.4847,1.8,9.50,16,"Northern California"
ak,10381017,2,"Tuesday, December 27, 2011 18:35:20 UTC",61.9355,-147.2745,1.4,37.00,19,"Southern Alaska"
us,c0007ddt,7,"Tuesday, December 27, 2011 18:32:51 UTC",-52.8736,10.4885,5.2,11.00,56,"southwest of Africa"
ak,10381005,2,"Tuesday, December 27, 2011 17:49:55 UTC",61.6028,-149.8910,1.4,17.80,23,"Southern Alaska"
ak,10382754,2,"Tuesday, December 27, 2011 17:42:32 UTC",56.9675,-156.9860,2.2,82.10,17,"Alaska Peninsula"
nc,71701050,5,"Tuesday, December 27, 2011 17:33:57 UTC",40.3473,-124.2412,2.9,27.70,31,"Northern California"
ak,10380996,2,"Tuesday, December 27, 2011 17:27:00 UTC",51.5167,-175.2519,2.1,25.60,13,"Andreanof Islands, Aleutian Islands, Alaska"
ld,60013803,1,"Tuesday, December 27, 2011 17:21:04 UTC",45.0600,-75.0655,1.8,5.00,10,"Ontario-Quebec border region, Canada"
us,c0007dbn,5,"Tuesday, December 27, 2011 16:30:34 UTC",-6.9851,155.8396,5.1,92.80,30,"Bougainville region, Papua New Guinea"
ci,11047061,2,"Tuesday, December 27, 2011 16:25:21 UTC",33.7738,-116.1572,1.0,8.80,25,"Southern California"
ak,10382752,2,"Tuesday, December 27, 2011 16:23:08 UTC",51.4297,-175.9699,2.0,21.90,12,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10380959,3,"Tuesday, December 27, 2011 15:52:55 UTC",67.3785,-145.8463,3.4,15.00,40,"northern Alaska"
pr,11361004,0,"Tuesday, December 27, 2011 15:50:20 UTC",18.5538,-66.8600,2.3,85.50, 6,"Puerto Rico region"
us,c0007db1,7,"Tuesday, December 27, 2011 15:49:13 UTC",-18.5142,-179.5216,4.5,652.10,103,"Fiji region"
nc,71701005,1,"Tuesday, December 27, 2011 15:37:30 UTC",38.8093,-122.8068,1.1,1.20,24,"Northern California"
us,c0007dax,A,"Tuesday, December 27, 2011 15:21:56 UTC",51.8394,95.9214,6.6,15.00,521,"southwestern Siberia, Russia"
ci,11047021,2,"Tuesday, December 27, 2011 15:04:20 UTC",33.2658,-116.0998,1.6,9.30,69,"Southern California"
nc,71700975,0,"Tuesday, December 27, 2011 14:59:03 UTC",36.0122,-120.5817,1.1,3.50,14,"Central California"
ak,10380940,2,"Tuesday, December 27, 2011 14:58:41 UTC",54.4065,-161.4907,2.4,13.80,12,"Alaska Peninsula"
hv,60293926,1,"Tuesday, December 27, 2011 14:48:35 UTC",19.2913,-155.7963,1.7,14.00,15,"Island of Hawaii, Hawaii"
ak,10382749,2,"Tuesday, December 27, 2011 14:48:12 UTC",53.9256,-164.6486,2.1,49.20,25,"Unimak Island region, Alaska"
ci,11046989,2,"Tuesday, December 27, 2011 14:42:20 UTC",32.8978,-116.2348,1.7,6.20,68,"Southern California"
nn,00361837,8,"Tuesday, December 27, 2011 14:24:28 UTC",38.7926,-119.6458,1.5,7.60, 9,"Nevada"
nc,71700955,2,"Tuesday, December 27, 2011 14:12:37 UTC",37.6417,-118.9510,1.2,7.20,31,"Long Valley area, California"
ak,10380932,2,"Tuesday, December 27, 2011 14:09:13 UTC",65.1365,-148.5426,1.0,1.50,17,"northern Alaska"
ci,11046973,2,"Tuesday, December 27, 2011 13:44:06 UTC",33.4842,-116.5365,1.2,10.00,49,"Southern California"
ci,11046965,2,"Tuesday, December 27, 2011 13:30:13 UTC",33.1503,-115.9773,1.2,5.40,22,"Southern California"
uw,60374856,1,"Tuesday, December 27, 2011 13:14:11 UTC",45.3107,-121.6808,1.1,9.60,10,"Mount Hood area, Oregon"
hv,60293911,1,"Tuesday, December 27, 2011 13:09:58 UTC",19.9082,-155.4287,1.9,8.70, 9,"Island of Hawaii, Hawaii"
ak,10380926,2,"Tuesday, December 27, 2011 13:08:20 UTC",61.8349,-149.1742,1.2,12.80,19,"Southern Alaska"
nc,71700945,1,"Tuesday, December 27, 2011 12:59:29 UTC",38.8163,-122.8155,1.4,3.20,28,"Northern California"
ak,10382746,2,"Tuesday, December 27, 2011 12:39:58 UTC",65.2389,-151.4049,1.0,9.90,12,"northern Alaska"
ak,10382745,2,"Tuesday, December 27, 2011 12:31:03 UTC",53.5038,-164.7282,2.1,52.00,29,"Unimak Island region, Alaska"
nc,71700920,1,"Tuesday, December 27, 2011 12:16:09 UTC",38.8363,-122.8373,1.9,2.50,37,"Northern California"
nc,71700915,0,"Tuesday, December 27, 2011 11:51:26 UTC",37.4655,-118.7818,1.3,11.00,19,"Central California"
us,c0007da8,4,"Tuesday, December 27, 2011 11:14:28 UTC",28.0578,142.8398,5.2,32.20,132,"Bonin Islands, Japan region"
ak,10380913,2,"Tuesday, December 27, 2011 10:49:18 UTC",63.4797,-151.3748,1.2,4.20,15,"Central Alaska"
ci,11046957,2,"Tuesday, December 27, 2011 10:47:03 UTC",32.6503,-115.9057,1.1,5.10,13,"Southern California"
ak,10382742,2,"Tuesday, December 27, 2011 10:43:23 UTC",63.4593,-151.2463,2.2,2.20,19,"Central Alaska"
ak,10380906,2,"Tuesday, December 27, 2011 10:42:29 UTC",63.4972,-151.2572,2.3,12.20,26,"Central Alaska"
ci,11046949,2,"Tuesday, December 27, 2011 10:40:41 UTC",35.5098,-118.4020,1.2,7.00,10,"Central California"
ak,10380903,2,"Tuesday, December 27, 2011 10:36:49 UTC",63.4557,-151.2880,1.4,0.70,18,"Central Alaska"
ci,11046941,2,"Tuesday, December 27, 2011 10:34:02 UTC",35.6495,-117.6587,1.1,4.20,25,"Southern California"
nc,71700890,2,"Tuesday, December 27, 2011 10:13:54 UTC",37.4687,-118.7372,1.0,7.60,23,"Central California"
nc,71700870,0,"Tuesday, December 27, 2011 09:55:20 UTC",38.8395,-122.8387,1.0,2.20,23,"Northern California"
ak,10382739,2,"Tuesday, December 27, 2011 09:40:27 UTC",61.8282,-147.4042,1.6,40.10,23,"Southern Alaska"
nn,00361821,8,"Tuesday, December 27, 2011 09:27:13 UTC",39.0003,-118.5563,1.1,7.80, 6,"Nevada"
mb,11455151,2,"Tuesday, December 27, 2011 09:26:00 UTC",45.6663,-112.0828,1.4,3.00,15,"western Montana"
us,c0007d96,5,"Tuesday, December 27, 2011 09:04:30 UTC",31.2062,140.4595,5.4,94.20,382,"Izu Islands, Japan region"
ak,10382738,2,"Tuesday, December 27, 2011 09:03:30 UTC",66.6078,-147.8962,1.6,6.60,14,"northern Alaska"
nc,71700835,0,"Tuesday, December 27, 2011 09:02:52 UTC",38.8435,-122.8432,1.1,2.10,15,"Northern California"
ak,10380876,2,"Tuesday, December 27, 2011 08:51:46 UTC",60.0233,-141.5539,2.1,5.50,25,"Southern Alaska"
uu,12270846,2,"Tuesday, December 27, 2011 08:45:43 UTC",41.9630,-112.4160,1.1,5.40,13,"Utah"
ci,11046925,2,"Tuesday, December 27, 2011 08:27:52 UTC",34.1207,-116.1370,1.0,13.00,36,"Southern California"
nn,00361805,8,"Tuesday, December 27, 2011 08:04:32 UTC",38.3603,-119.0521,1.2,2.00, 4,"Nevada"
us,c0007d8m,6,"Tuesday, December 27, 2011 07:51:49 UTC",37.8540,27.2468,4.3,19.90,32,"western Turkey"
ak,10380867,3,"Tuesday, December 27, 2011 07:46:19 UTC",63.3396,-145.4192,1.6,4.00,22,"Central Alaska"
ak,10380865,2,"Tuesday, December 27, 2011 07:36:51 UTC",53.5655,-164.8866,2.5,47.60,25,"Unimak Island region, Alaska"
nc,71700780,2,"Tuesday, December 27, 2011 07:34:33 UTC",39.2597,-120.1275,1.1,7.90,22,"Northern California"
us,c0007d8f,7,"Tuesday, December 27, 2011 07:33:34 UTC",38.2662,142.1382,4.6,37.90,84,"near the east coast of Honshu, Japan"
ak,10382732,2,"Tuesday, December 27, 2011 07:24:10 UTC",63.0974,-150.4618,1.5,107.30,20,"Central Alaska"
pr,11361003,0,"Tuesday, December 27, 2011 07:14:01 UTC",19.1450,-68.4189,3.4,55.00, 9,"Dominican Republic region"
ak,10382731,2,"Tuesday, December 27, 2011 07:06:25 UTC",53.4645,-165.3373,1.7,7.80,12,"Fox Islands, Aleutian Islands, Alaska"
nc,71700760,1,"Tuesday, December 27, 2011 07:05:38 UTC",38.8367,-122.8275,1.2,2.10,21,"Northern California"
ak,10382730,2,"Tuesday, December 27, 2011 07:04:03 UTC",62.8204,-150.7596,1.5,84.50,17,"Central Alaska"
ak,10382729,2,"Tuesday, December 27, 2011 07:00:05 UTC",63.5791,-150.0910,1.5,133.10,19,"Central Alaska"
ak,10382728,2,"Tuesday, December 27, 2011 06:54:46 UTC",63.1597,-151.4144,1.1,4.40,14,"Central Alaska"
ak,10380849,3,"Tuesday, December 27, 2011 06:43:26 UTC",63.4757,-150.8318,1.7,9.70,26,"Central Alaska"
ci,11046917,2,"Tuesday, December 27, 2011 06:42:39 UTC",34.5845,-116.2712,1.5,4.10,29,"Southern California"
ci,11046909,2,"Tuesday, December 27, 2011 06:41:31 UTC",34.6625,-118.4132,1.8,12.90,48,"Southern California"
nc,71700745,0,"Tuesday, December 27, 2011 06:24:44 UTC",37.5372,-118.8677,1.2,8.50,13,"Central California"
nc,71700735,2,"Tuesday, December 27, 2011 06:24:44 UTC",37.5392,-118.8685,1.2,9.00,36,"Central California"
ak,10380840,2,"Tuesday, December 27, 2011 06:08:28 UTC",63.7178,-148.9822,1.2,14.80,20,"Central Alaska"
ak,10380839,2,"Tuesday, December 27, 2011 06:02:46 UTC",51.8926,-174.3244,2.5,12.90,15,"Andreanof Islands, Aleutian Islands, Alaska"
us,c0007d7y,5,"Tuesday, December 27, 2011 05:59:20 UTC",37.8802,27.0959,4.4,10.00,34,"western Turkey"
ak,10380834,2,"Tuesday, December 27, 2011 05:45:09 UTC",63.4940,-150.8133,1.6,7.40,20,"Central Alaska"
pr,11361002,0,"Tuesday, December 27, 2011 05:42:29 UTC",19.3409,-65.8864,3.1,14.10, 6,"Puerto Rico region"
ak,10380831,2,"Tuesday, December 27, 2011 04:43:50 UTC",63.1465,-151.3532,1.5,4.70,20,"Central Alaska"
ak,10380825,2,"Tuesday, December 27, 2011 04:37:21 UTC",63.1370,-151.3515,2.1,0.20,31,"Central Alaska"
ak,10382721,2,"Tuesday, December 27, 2011 04:30:09 UTC",65.1258,-151.9651,1.5,1.30,17,"northern Alaska"
nc,71700700,0,"Tuesday, December 27, 2011 04:12:35 UTC",38.7543,-122.7178,1.0,2.20,14,"Northern California"
ak,10382720,2,"Tuesday, December 27, 2011 04:06:45 UTC",62.4901,-151.6004,1.6,87.60,14,"Central Alaska"
ci,11046877,2,"Tuesday, December 27, 2011 04:04:54 UTC",33.8933,-117.7935,1.2,14.60,24,"Greater Los Angeles area, California"
nc,71700675,2,"Tuesday, December 27, 2011 03:32:54 UTC",36.9863,-121.8305,1.0,11.60,13,"Northern California"
us,c0007d7d,4,"Tuesday, December 27, 2011 03:25:53 UTC",7.1953,92.9730,4.7,32.30,29,"Nicobar Islands, India region"
ak,10382719,2,"Tuesday, December 27, 2011 03:10:23 UTC",63.0933,-151.8429,1.3,10.50,14,"Central Alaska"
ci,11046869,2,"Tuesday, December 27, 2011 03:03:28 UTC",36.1100,-117.8157,1.6,4.80,42,"Central California"
nc,71700640,2,"Tuesday, December 27, 2011 02:42:35 UTC",38.0538,-118.8732,1.7,5.10,22,"Central California"
ak,10382717,2,"Tuesday, December 27, 2011 02:33:12 UTC",54.4010,-161.5153,1.9,19.60,11,"Alaska Peninsula"
ci,11046853,2,"Tuesday, December 27, 2011 02:30:15 UTC",32.8898,-116.2417,1.5,6.10,57,"Southern California"
ak,10380803,2,"Tuesday, December 27, 2011 02:22:31 UTC",60.5960,-152.6772,2.3,4.80,42,"Southern Alaska"
ci,10203710,3,"Tuesday, December 27, 2011 02:16:47 UTC",34.0755,-117.3145,1.0,17.90,16,"Greater Los Angeles area, California"
ak,10382715,2,"Tuesday, December 27, 2011 01:56:15 UTC",60.7117,-140.4770,2.1,8.80,24,"Southern Yukon Territory, Canada"
ak,10382714,2,"Tuesday, December 27, 2011 01:53:38 UTC",62.1408,-152.2648,2.0,132.30,23,"Central Alaska"
ci,11046813,2,"Tuesday, December 27, 2011 01:50:27 UTC",36.1147,-117.8213,1.0,7.40,17,"Central California"
ci,11046781,2,"Tuesday, December 27, 2011 01:16:39 UTC",33.0362,-116.4077,1.0,5.60,19,"Southern California"
uu,12270116,2,"Tuesday, December 27, 2011 01:16:37 UTC",39.4362,-111.2145,1.6,2.20,11,"Utah"
pr,11361000,0,"Tuesday, December 27, 2011 01:04:39 UTC",18.3099,-68.4570,3.7,150.00,12,"Mona Passage, Dominican Republic"
ak,10382712,2,"Tuesday, December 27, 2011 01:02:34 UTC",53.4262,-166.2065,1.5,40.80,12,"Fox Islands, Aleutian Islands, Alaska"
ak,10380784,2,"Tuesday, December 27, 2011 00:59:58 UTC",51.4933,-176.5464,2.7,43.60,19,"Andreanof Islands, Aleutian Islands, Alaska"
uu,12270055,2,"Tuesday, December 27, 2011 00:55:33 UTC",39.7163,-111.2578,1.7,0.30,15,"Utah"
nc,71701765,2,"Tuesday, December 27, 2011 00:53:30 UTC",37.5163,-119.3298,1.0,14.90,14,"Central California"
nc,71700605,3,"Tuesday, December 27, 2011 00:39:41 UTC",39.2638,-120.1280,1.8,10.40,29,"Northern California"
nc,71059734,2,"Tuesday, December 27, 2011 00:39:37 UTC",39.2602,-120.1313,1.3,11.50,10,"Northern California"
nn,00361757,8,"Tuesday, December 27, 2011 00:38:44 UTC",39.2620,-120.1215,1.2,11.50,12,"Northern California"
ci,11046773,2,"Tuesday, December 27, 2011 00:25:52 UTC",36.0432,-117.8072,1.0,1.10,23,"Central California"
ak,10382710,2,"Tuesday, December 27, 2011 00:20:21 UTC",60.2315,-153.0066,2.1,128.50,16,"Southern Alaska"
ci,11046765,2,"Tuesday, December 27, 2011 00:09:56 UTC",35.0405,-117.6618,1.6,7.00,16,"Southern California"
ak,10380772,2,"Tuesday, December 27, 2011 00:00:41 UTC",64.9904,-147.3848,1.3,0.00,12,"Central Alaska"
ci,11046757,3,"Monday, December 26, 2011 23:42:08 UTC",33.1525,-115.6430,1.3,5.70,28,"Southern California"
mb,11928999,2,"Monday, December 26, 2011 23:41:26 UTC",44.8036,-111.4995,1.4,8.30,26,"western Montana"
nn,00361714,8,"Monday, December 26, 2011 23:27:17 UTC",38.3971,-118.7532,1.6,1.20,16,"Nevada"
ak,10380692,3,"Monday, December 26, 2011 23:14:02 UTC",62.6629,-149.7661,1.5,87.70,14,"Central Alaska"
ak,10382575,2,"Monday, December 26, 2011 23:10:36 UTC",67.0613,-153.9707,1.7,15.00, 8,"northern Alaska"
us,c0007d5l,4,"Monday, December 26, 2011 23:04:59 UTC",-22.0509,170.0286,4.8,57.70,27,"southeast of the Loyalty Islands"
ak,10380578,2,"Monday, December 26, 2011 22:57:07 UTC",63.2295,-152.7197,1.9,5.60,18,"Central Alaska"
ak,10380576,2,"Monday, December 26, 2011 22:52:04 UTC",60.0490,-151.7464,1.7,60.00,14,"Kenai Peninsula, Alaska"
ak,10380574,3,"Monday, December 26, 2011 22:39:27 UTC",60.6548,-147.3813,1.5,5.30,12,"Southern Alaska"
ak,10380571,3,"Monday, December 26, 2011 22:27:04 UTC",63.1243,-150.3455,1.7,100.60,20,"Central Alaska"
nc,71700565,0,"Monday, December 26, 2011 22:06:43 UTC",38.7785,-122.7397,1.0,1.30,13,"Northern California"
nc,71700555,0,"Monday, December 26, 2011 21:56:24 UTC",36.5742,-121.1698,1.4,5.80,14,"Central California"
ak,10382570,2,"Monday, December 26, 2011 21:54:48 UTC",62.2044,-148.5667,1.4,27.90,14,"Central Alaska"
ak,10380564,3,"Monday, December 26, 2011 21:54:19 UTC",59.7654,-153.2026,2.0,111.20,17,"Southern Alaska"
ci,11046733,2,"Monday, December 26, 2011 21:49:09 UTC",34.0428,-117.2598,1.0,16.40,16,"Greater Los Angeles area, California"
nc,71700545,2,"Monday, December 26, 2011 21:28:28 UTC",37.5585,-118.4595,1.2,9.90,14,"Central California"
us,c0007d3d,5,"Monday, December 26, 2011 20:34:40 UTC",9.3809,126.3537,5.1,43.20,101,"Mindanao, Philippines"
ak,10382568,2,"Monday, December 26, 2011 20:32:13 UTC",51.7103,-175.9158,2.2,43.80,12,"Andreanof Islands, Aleutian Islands, Alaska"
us,c0007djp,3,"Monday, December 26, 2011 20:29:40 UTC",-12.8900,-76.9800,4.3,41.00, 0,"near the coast of central Peru"
ak,10382567,2,"Monday, December 26, 2011 20:23:41 UTC",53.5258,-164.8865,2.0,42.80, 8,"Unimak Island region, Alaska"
us,c0007d36,3,"Monday, December 26, 2011 20:18:09 UTC",27.7758,52.0460,4.5,35.80,21,"southern Iran"
ak,10380530,2,"Monday, December 26, 2011 20:14:14 UTC",63.4661,-151.2550,1.2,7.60, 9,"Central Alaska"
ci,11046693,2,"Monday, December 26, 2011 20:02:53 UTC",36.1458,-117.8273,1.7,4.30,42,"Central California"
ak,10380522,2,"Monday, December 26, 2011 19:50:21 UTC",63.4850,-151.2817,1.8,10.80,23,"Central Alaska"
ak,10380519,2,"Monday, December 26, 2011 19:45:49 UTC",63.0583,-151.5195,1.3,7.10,17,"Central Alaska"
ci,11046685,2,"Monday, December 26, 2011 19:27:33 UTC",34.3252,-116.4632,2.5,4.70,93,"Southern California"
pr,11360004,0,"Monday, December 26, 2011 19:03:57 UTC",18.1459,-67.4150,2.9,8.60, 8,"Mona Passage, Puerto Rico"
ak,10380505,3,"Monday, December 26, 2011 18:56:32 UTC",59.6488,-151.1980,1.9,45.20,12,"Kenai Peninsula, Alaska"
uw,60374686,7,"Monday, December 26, 2011 18:49:19 UTC",48.3628,-122.2863,1.7,19.70,25,"Washington"
nc,71700500,1,"Monday, December 26, 2011 18:47:33 UTC",38.7915,-122.7553,1.7,1.70,33,"Northern California"
nc,71700495,0,"Monday, December 26, 2011 18:42:18 UTC",36.5907,-121.1915,1.5,6.60,14,"Central California"
nc,71700490,0,"Monday, December 26, 2011 18:36:42 UTC",35.9217,-120.8900,1.3,3.80, 8,"Central California"
us,c0007d2b,5,"Monday, December 26, 2011 18:31:25 UTC",-21.3323,172.7009,4.8,15.40,16,"southeast of the Loyalty Islands"
ak,10380484,2,"Monday, December 26, 2011 18:01:20 UTC",61.2334,-149.8870,1.7,40.60,17,"Southern Alaska"
us,c0007d22,5,"Monday, December 26, 2011 17:55:51 UTC",-4.7557,153.3251,4.7,94.50,27,"New Ireland region, Papua New Guinea"
ak,10380480,3,"Monday, December 26, 2011 17:32:19 UTC",59.3690,-152.3168,1.8,53.40,17,"Southern Alaska"
