Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
nc,71702735,1,"Friday, December 30, 2011 05:35:07 UTC",37.4728,-121.8087,1.9,5.80,45,"San Francisco Bay area, California"
ci,11047829,0,"Friday, December 30, 2011 05:30:52 UTC",36.1327,-117.8415,1.7,4.70,30,"Central California"
ci,11047821,0,"Friday, December 30, 2011 05:25:22 UTC",32.7372,-115.8502,2.1,6.20,54,"Southern California"
nc,71702715,1,"Friday, December 30, 2011 05:01:42 UTC",38.7867,-122.7427,1.6,1.60,30,"Northern California"
us,c0007ekm,4,"Friday, December 30, 2011 04:59:52 UTC",41.9984,143.4015,4.4,67.00,22,"Hokkaido, Japan region"
ci,11047805,0,"Friday, December 30, 2011 04:51:33 UTC",33.7267,-116.8240,1.0,17.20,45,"Southern California"
nc,71702700,1,"Friday, December 30, 2011 04:35:48 UTC",36.3045,-121.7515,2.0,12.50,27,"Central California"
pr,11364000,0,"Friday, December 30, 2011 04:34:17 UTC",18.2460,-67.2164,2.9,90.70,12,"Mona Passage, Puerto Rico"
nc,71702680,2,"Friday, December 30, 2011 04:17:56 UTC",37.5232,-118.8207,1.1,5.40,28,"Central California"
us,c0007ekc,5,"Friday, December 30, 2011 03:46:15 UTC",-20.7191,-178.7516,4.4,513.60,45,"Fiji region"
ci,11047781,0,"Friday, December 30, 2011 02:46:42 UTC",34.7613,-116.4435,2.0,6.90,28,"Southern California"
ci,11047765,0,"Friday, December 30, 2011 02:29:53 UTC",33.0828,-115.5935,1.8,10.60,34,"Southern California"
nc,71702610,3,"Friday, December 30, 2011 02:18:50 UTC",37.5400,-118.9188,3.0,9.30,46,"Central California"
us,c0007ejv,6,"Friday, December 30, 2011 01:45:02 UTC",1.9410,127.6202,4.8,87.30,56,"Halmahera, Indonesia"
ak,10382117,1,"Friday, December 30, 2011 01:30:17 UTC",65.8369,-148.1649,1.6,25.10, 7,"northern Alaska"
nc,71702565,2,"Friday, December 30, 2011 00:53:32 UTC",37.4702,-118.7373,1.5,7.20,34,"Central California"
ci,11047741,0,"Friday, December 30, 2011 00:47:46 UTC",33.3867,-116.8482,1.1,11.40,40,"Southern California"
nc,71702545,0,"Friday, December 30, 2011 00:39:26 UTC",39.5758,-120.3767,1.9,29.60,13,"Northern California"
us,c0007ejh,7,"Friday, December 30, 2011 00:35:47 UTC",38.4454,43.7833,4.3,4.90,51,"eastern Turkey"
uu,12300034,2,"Friday, December 30, 2011 00:34:01 UTC",39.4338,-111.2248,1.3,0.40, 9,"Utah"
nc,71702535,0,"Friday, December 30, 2011 00:13:42 UTC",39.5817,-120.3758,1.5,28.70, 7,"Northern California"
nn,00362351,8,"Friday, December 30, 2011 00:00:17 UTC",35.5013,-115.8768,1.1,7.30, 7,"Southern California"
nc,71702510,1,"Thursday, December 29, 2011 23:57:26 UTC",35.8120,-120.3562,1.6,6.20,31,"Central California"
ci,11047733,0,"Thursday, December 29, 2011 23:20:39 UTC",33.1498,-116.4473,1.5,17.10,76,"Southern California"
ci,11047725,0,"Thursday, December 29, 2011 23:15:55 UTC",32.5483,-116.7935,1.9,2.30,30,"Baja California, Mexico"
ci,11047717,2,"Thursday, December 29, 2011 22:56:45 UTC",36.3882,-117.9478,1.3,6.80,13,"Central California"
nc,71702470,1,"Thursday, December 29, 2011 22:56:01 UTC",37.5595,-118.8720,2.3,6.70,39,"Central California"
ci,11047709,0,"Thursday, December 29, 2011 22:54:11 UTC",33.9685,-116.7427,2.4,18.80,123,"Southern California"
us,c0007ehx,7,"Thursday, December 29, 2011 22:25:50 UTC",-4.6515,155.1991,5.3,505.00,161,"Bougainville region, Papua New Guinea"
ci,11047701,0,"Thursday, December 29, 2011 21:57:35 UTC",33.8590,-117.8065,1.8,7.90,60,"Greater Los Angeles area, California"
nc,71702415,1,"Thursday, December 29, 2011 21:19:50 UTC",38.8408,-122.8387,1.4,2.40,26,"Northern California"
ak,10382023,1,"Thursday, December 29, 2011 21:15:13 UTC",61.1386,-148.1157,1.6,32.70, 6,"Southern Alaska"
uw,60376231,1,"Thursday, December 29, 2011 21:10:50 UTC",47.1630,-121.8178,1.4,0.00, 8,"Washington"
ak,10382013,1,"Thursday, December 29, 2011 20:56:03 UTC",63.4437,-151.3425,1.3,0.10, 7,"Central Alaska"
ci,11047661,0,"Thursday, December 29, 2011 20:41:19 UTC",33.6642,-117.2292,1.5,0.40,26,"Southern California"
nc,71702395,2,"Thursday, December 29, 2011 20:38:24 UTC",37.6313,-118.8898,1.2,7.20,34,"Long Valley area, California"
us,c0007ef7,5,"Thursday, December 29, 2011 20:34:59 UTC",15.6038,-93.6029,4.6,102.00,92,"offshore Chiapas, Mexico"
ak,10381995,1,"Thursday, December 29, 2011 20:17:25 UTC",62.2362,-145.7074,1.5,22.80,10,"Central Alaska"
us,c0007ees,7,"Thursday, December 29, 2011 20:05:50 UTC",-18.7813,168.1136,5.3,40.90,117,"Vanuatu"
ci,11047653,1,"Thursday, December 29, 2011 19:19:54 UTC",32.1353,-115.2633,2.8,22.40,13,"Baja California, Mexico"
ak,10381962,2,"Thursday, December 29, 2011 18:28:18 UTC",51.9610,-171.4273,4.4,25.60,29,"Fox Islands, Aleutian Islands, Alaska"
nc,71702305,0,"Thursday, December 29, 2011 18:17:33 UTC",36.1028,-120.6850,1.7,1.80,11,"Central California"
nc,71702300,0,"Thursday, December 29, 2011 18:15:08 UTC",39.5865,-120.3770,1.5,31.20, 7,"Northern California"
nc,71702295,0,"Thursday, December 29, 2011 18:13:49 UTC",38.8470,-122.8295,1.0,2.60,21,"Northern California"
ci,11047645,0,"Thursday, December 29, 2011 18:07:54 UTC",35.0445,-118.3292,1.4,2.70,15,"Southern California"
nc,71702265,1,"Thursday, December 29, 2011 17:53:59 UTC",38.8437,-122.8288,1.8,2.60,32,"Northern California"
nc,71702260,0,"Thursday, December 29, 2011 17:48:34 UTC",39.5665,-120.3873,1.5,28.60,10,"Northern California"
nc,71702245,0,"Thursday, December 29, 2011 17:36:01 UTC",39.5783,-120.3745,1.4,29.30, 8,"Northern California"
nc,71702210,1,"Thursday, December 29, 2011 17:15:20 UTC",36.8587,-121.5932,2.0,4.90,44,"Central California"
ak,10381774,1,"Thursday, December 29, 2011 17:01:41 UTC",61.2246,-149.1610,1.6,29.50, 7,"Southern Alaska"
ak,10381758,1,"Thursday, December 29, 2011 16:31:53 UTC",62.1225,-149.7749,2.5,21.80,37,"Central Alaska"
us,c0007ea6,8,"Thursday, December 29, 2011 15:27:19 UTC",38.6573,70.7898,4.8,16.30,93,"Tajikistan"
nc,71702175,1,"Thursday, December 29, 2011 15:26:38 UTC",38.8225,-122.8057,1.2,2.80,30,"Northern California"
us,c0007e9y,5,"Thursday, December 29, 2011 15:19:35 UTC",38.3400,22.0197,4.6,9.00, 0,"Greece"
nm,122911a,A,"Thursday, December 29, 2011 15:06:31 UTC",36.5553,-89.6442,2.8,7.80,17,"southeastern Missouri"
ci,11047605,2,"Thursday, December 29, 2011 14:21:33 UTC",32.6590,-115.9120,1.4,6.60,18,"Southern California"
nc,71702165,0,"Thursday, December 29, 2011 14:19:54 UTC",39.6117,-120.4672,1.4,14.10,10,"Northern California"
us,c0007e9e,5,"Thursday, December 29, 2011 13:58:55 UTC",-32.3500,-178.5925,4.6,248.80,20,"south of the Kermadec Islands"
us,c0007e99,5,"Thursday, December 29, 2011 13:45:41 UTC",-12.6333,-76.8362,4.8,77.50,22,"near the coast of central Peru"
ci,11047597,0,"Thursday, December 29, 2011 13:18:52 UTC",32.6860,-115.9550,1.6,7.30,15,"Southern California"
ci,11047589,0,"Thursday, December 29, 2011 12:54:21 UTC",33.7112,-116.7355,1.0,17.90,36,"Southern California"
uw,60010703,2,"Thursday, December 29, 2011 12:54:09 UTC",43.9172,-118.0852,1.6,2.90, 5,"Oregon"
uw,60010708,2,"Thursday, December 29, 2011 12:53:04 UTC",43.9235,-118.0617,1.9,9.50, 5,"Oregon"
ak,10381725,1,"Thursday, December 29, 2011 12:38:53 UTC",63.2907,-151.1514,1.2,15.90, 6,"Central Alaska"
ci,11047573,0,"Thursday, December 29, 2011 12:34:07 UTC",33.4742,-116.5645,1.2,12.80,56,"Southern California"
uw,60376041,4,"Thursday, December 29, 2011 12:25:42 UTC",48.6457,-124.7317,1.6,34.30,19,"Vancouver Island, Canada region"
us,c0007e8p,4,"Thursday, December 29, 2011 11:58:29 UTC",6.8034,-73.1583,4.3,147.30,36,"northern Colombia"
nc,71702125,0,"Thursday, December 29, 2011 11:52:35 UTC",35.9108,-120.4878,1.1,7.40, 8,"Central California"
us,c0007e8j,9,"Thursday, December 29, 2011 11:48:10 UTC",32.7432,-100.9606,2.5,4.90,22,"western Texas"
nn,00362156,8,"Thursday, December 29, 2011 11:08:12 UTC",38.0511,-118.8732,1.4,14.70,19,"Central California"
pr,11363001,0,"Thursday, December 29, 2011 10:40:06 UTC",17.9218,-66.8722,2.1,19.00, 5,"Puerto Rico region"
nc,71702110,0,"Thursday, December 29, 2011 10:16:43 UTC",39.6542,-120.4293,1.6,11.80,10,"Northern California"
nc,71702105,0,"Thursday, December 29, 2011 10:03:33 UTC",38.7893,-122.7437,1.2,1.50,20,"Northern California"
ak,10381705,1,"Thursday, December 29, 2011 09:56:54 UTC",64.5110,-150.1901,1.7,0.50,12,"Central Alaska"
pr,11363002,0,"Thursday, December 29, 2011 09:50:14 UTC",18.1566,-67.3666,1.6,19.90, 5,"Mona Passage, Puerto Rico"
nc,71702095,0,"Thursday, December 29, 2011 09:44:38 UTC",39.6525,-120.4315,1.4,12.00,12,"Northern California"
ak,10381697,1,"Thursday, December 29, 2011 09:40:34 UTC",61.3186,-150.4132,1.6,53.30, 8,"Southern Alaska"
mb,11461535,2,"Thursday, December 29, 2011 09:03:36 UTC",48.4174,-114.2006,2.2,12.30,22,"western Montana"
pr,11363000,0,"Thursday, December 29, 2011 08:58:03 UTC",18.9270,-66.8233,2.7,29.20, 4,"Puerto Rico region"
nn,00362136,8,"Thursday, December 29, 2011 08:10:47 UTC",38.0505,-118.8784,1.5,12.40,12,"Central California"
nc,71702085,1,"Thursday, December 29, 2011 08:08:42 UTC",38.0580,-118.8707,2.1,6.10,31,"Central California"
nc,71702080,3,"Thursday, December 29, 2011 07:51:04 UTC",37.2852,-121.6582,2.2,6.10,97,"Northern California"
nc,71702075,3,"Thursday, December 29, 2011 07:48:17 UTC",38.7787,-122.7570,2.1,0.30,67,"Northern California"
ak,10381685,1,"Thursday, December 29, 2011 07:25:10 UTC",60.6309,-147.6548,2.0,4.80, 8,"Southern Alaska"
ak,10381680,1,"Thursday, December 29, 2011 07:17:00 UTC",62.0627,-150.4520,2.0,3.60,14,"Central Alaska"
ak,10381678,1,"Thursday, December 29, 2011 07:13:46 UTC",64.9366,-148.7700,1.7,0.00, 5,"Central Alaska"
uu,12290646,2,"Thursday, December 29, 2011 06:46:38 UTC",39.4355,-111.2238,1.5,6.90,11,"Utah"
uu,12290644,2,"Thursday, December 29, 2011 06:44:46 UTC",38.9910,-111.3568,1.6,8.60, 6,"Utah"
nc,71702050,2,"Thursday, December 29, 2011 06:34:29 UTC",38.7487,-122.7197,1.3,1.90,50,"Northern California"
nc,71702045,3,"Thursday, December 29, 2011 06:31:59 UTC",38.8233,-122.8050,1.8,2.90,78,"Northern California"
ci,11047517,2,"Thursday, December 29, 2011 06:19:00 UTC",32.6635,-115.9138,1.0,8.20,13,"Southern California"
uw,60375791,2,"Thursday, December 29, 2011 06:11:58 UTC",46.3908,-121.8342,1.3,9.50,28,"Washington"
nc,71702025,3,"Thursday, December 29, 2011 05:48:22 UTC",38.8262,-122.7975,1.3,3.30,68,"Northern California"
mb,11066922,2,"Thursday, December 29, 2011 05:47:06 UTC",44.6093,-112.0870,1.4,10.50,23,"western Montana"
us,c0007e4p,7,"Thursday, December 29, 2011 05:19:58 UTC",15.5549,-91.1530,4.6,10.20,134,"Guatemala"
ak,10381664,1,"Thursday, December 29, 2011 05:19:26 UTC",62.1568,-150.7577,1.9,25.00,13,"Central Alaska"
ak,10381656,2,"Thursday, December 29, 2011 05:06:41 UTC",58.9131,-152.5970,3.6,58.20,76,"Kodiak Island region, Alaska"
ak,10381655,2,"Thursday, December 29, 2011 04:41:05 UTC",52.7788,-169.5905,2.9,4.20,15,"Fox Islands, Aleutian Islands, Alaska"
nc,71702010,2,"Thursday, December 29, 2011 04:39:28 UTC",36.2033,-121.2817,1.3,10.50,20,"Central California"
ak,10381647,1,"Thursday, December 29, 2011 04:18:38 UTC",61.6492,-147.9045,2.4,20.50,34,"Southern Alaska"
nc,71702000,2,"Thursday, December 29, 2011 04:09:15 UTC",39.3915,-122.7212,2.4,1.50,36,"Northern California"
us,c0007e3w,5,"Thursday, December 29, 2011 03:32:46 UTC",-15.5785,-70.4750,4.6,197.30,77,"southern Peru"
ak,10381629,2,"Thursday, December 29, 2011 02:37:59 UTC",60.2803,-151.3938,1.4,46.60,15,"Kenai Peninsula, Alaska"
ci,11047477,2,"Thursday, December 29, 2011 02:37:37 UTC",33.5940,-115.9653,1.1,10.10,44,"Southern California"
mb,11540770,2,"Thursday, December 29, 2011 01:48:39 UTC",45.6465,-113.5968,1.2,7.20, 9,"western Montana"
nc,71701970,3,"Thursday, December 29, 2011 01:14:53 UTC",38.8107,-122.8172,1.1,3.30,69,"Northern California"
ci,11047469,5,"Thursday, December 29, 2011 01:12:03 UTC",33.6193,-116.7313,2.4,16.40,137,"Southern California"
nc,71701950,2,"Thursday, December 29, 2011 01:02:55 UTC",39.2968,-123.4610,1.9,7.70,23,"Northern California"
nc,71701935,3,"Thursday, December 29, 2011 00:49:47 UTC",38.8228,-122.7905,2.3,2.40,99,"Northern California"
us,c0007e2u,7,"Thursday, December 29, 2011 00:30:56 UTC",-58.4003,-139.6900,5.5,16.90,125,"Pacific-Antarctic Ridge"
ak,10381459,2,"Wednesday, December 28, 2011 23:55:22 UTC",60.1615,-152.7087,2.0,80.70,35,"Southern Alaska"
uu,12282354,2,"Wednesday, December 28, 2011 23:53:33 UTC",39.4242,-111.2215,1.7,8.60,15,"Utah"
ak,10382895,2,"Wednesday, December 28, 2011 23:42:04 UTC",63.0301,-149.4781,1.2,78.80,16,"Central Alaska"
ak,10381455,2,"Wednesday, December 28, 2011 23:39:40 UTC",60.7051,-150.9815,1.5,48.30,15,"Kenai Peninsula, Alaska"
nc,71701915,2,"Wednesday, December 28, 2011 23:36:07 UTC",40.1233,-121.0283,1.7,6.70,18,"Northern California"
ak,10381452,2,"Wednesday, December 28, 2011 23:21:03 UTC",62.3432,-148.8639,1.4,24.20,22,"Central Alaska"
ak,10382890,2,"Wednesday, December 28, 2011 23:09:50 UTC",52.6300,-169.5014,2.3,17.90,15,"Fox Islands, Aleutian Islands, Alaska"
ak,10381449,2,"Wednesday, December 28, 2011 23:02:50 UTC",53.9787,-163.6378,2.4,20.50,15,"Unimak Island region, Alaska"
ci,11047453,0,"Wednesday, December 28, 2011 22:58:09 UTC",32.6802,-115.9428,1.7,8.10,11,"Southern California"
ak,10381445,2,"Wednesday, December 28, 2011 22:47:13 UTC",63.2695,-145.2184,1.7,10.00,16,"Central Alaska"
ak,10381443,2,"Wednesday, December 28, 2011 22:41:56 UTC",63.8407,-148.6004,1.2,98.60,13,"Central Alaska"
ak,10381440,3,"Wednesday, December 28, 2011 22:33:53 UTC",62.2367,-145.7010,1.5,16.80,14,"Central Alaska"
ci,11047437,4,"Wednesday, December 28, 2011 22:33:36 UTC",34.0338,-116.8715,1.0,15.30,41,"Southern California"
ak,10382884,2,"Wednesday, December 28, 2011 22:14:18 UTC",62.2536,-145.7166,1.1,17.80,11,"Central Alaska"
uw,60375556,1,"Wednesday, December 28, 2011 22:11:47 UTC",49.4430,-120.5467,2.4,0.00,14,"British Columbia, Canada"
ci,11047429,2,"Wednesday, December 28, 2011 22:11:39 UTC",33.9827,-117.2405,1.1,13.60,16,"Greater Los Angeles area, California"
ak,10381418,3,"Wednesday, December 28, 2011 21:56:32 UTC",56.0185,-157.8956,2.1,7.60,13,"Alaska Peninsula"
us,c0007e09,4,"Wednesday, December 28, 2011 21:55:43 UTC",-17.7089,-174.7387,5.1,238.90,34,"Tonga"
us,c0007e11,2,"Wednesday, December 28, 2011 21:45:53 UTC",16.4663,-94.8520,4.4,64.30,80,"Oaxaca, Mexico"
ci,11047413,2,"Wednesday, December 28, 2011 21:03:33 UTC",34.0078,-116.9343,1.3,17.00,69,"Southern California"
nc,71701820,0,"Wednesday, December 28, 2011 20:45:33 UTC",37.3260,-122.1083,1.5,0.10,11,"San Francisco Bay area, California"
us,c0007dwy,4,"Wednesday, December 28, 2011 20:32:31 UTC",-60.6377,-25.9144,5.4,31.00,118,"South Sandwich Islands region"
ci,11047405,2,"Wednesday, December 28, 2011 20:12:12 UTC",33.2863,-116.2162,1.1,10.10,23,"Southern California"
nn,00362063,8,"Wednesday, December 28, 2011 20:00:59 UTC",37.8436,-116.1387,1.4,0.00, 8,"Nevada"
nc,71701800,0,"Wednesday, December 28, 2011 19:40:30 UTC",38.8138,-122.8133,1.1,2.90,20,"Northern California"
nn,00362049,8,"Wednesday, December 28, 2011 19:30:03 UTC",38.0608,-118.8989,1.8,6.30,17,"Central California"
nc,71701760,2,"Wednesday, December 28, 2011 18:59:28 UTC",38.0515,-118.8753,1.3,5.10,18,"Central California"
pr,11362004,0,"Wednesday, December 28, 2011 18:42:02 UTC",18.6530,-67.1686,2.5,72.20, 5,"Puerto Rico region"
nc,71701735,2,"Wednesday, December 28, 2011 18:39:51 UTC",37.3275,-117.9855,1.7,10.00,18,"Central California"
ci,11047389,2,"Wednesday, December 28, 2011 18:30:49 UTC",35.0435,-118.3232,1.4,7.00,20,"Southern California"
ak,10381353,2,"Wednesday, December 28, 2011 18:16:04 UTC",59.9470,-151.9978,2.4,55.20,36,"Kenai Peninsula, Alaska"
ci,11047381,2,"Wednesday, December 28, 2011 18:14:34 UTC",35.1163,-116.6018,2.2,3.00,27,"Southern California"
uu,12281808,2,"Wednesday, December 28, 2011 18:08:04 UTC",39.4358,-111.2238,1.7,2.60, 8,"Utah"
ci,11047373,4,"Wednesday, December 28, 2011 17:57:28 UTC",34.1463,-117.6892,2.2,5.20,94,"Greater Los Angeles area, California"
nc,71702310,2,"Wednesday, December 28, 2011 17:55:11 UTC",37.5120,-119.3523,1.0,8.00,12,"Central California"
ak,10381334,3,"Wednesday, December 28, 2011 17:50:11 UTC",60.2091,-152.7595,2.6,110.40,48,"Southern Alaska"
ak,10381347,1,"Wednesday, December 28, 2011 17:45:39 UTC",62.0631,-151.8831,1.8,203.80, 6,"Central Alaska"
us,c0007dsh,5,"Wednesday, December 28, 2011 17:33:55 UTC",1.6658,127.5154,5.4,159.70,134,"Halmahera, Indonesia"
nc,71701705,0,"Wednesday, December 28, 2011 17:27:37 UTC",37.9347,-122.1092,1.2,6.50, 7,"San Francisco Bay area, California"
uu,12281723,2,"Wednesday, December 28, 2011 17:23:42 UTC",39.4387,-111.2222,1.3,2.50, 8,"Utah"
ak,10382880,2,"Wednesday, December 28, 2011 17:22:35 UTC",63.4238,-153.3153,1.2,24.40,10,"Central Alaska"
ak,10382879,2,"Wednesday, December 28, 2011 17:20:41 UTC",63.5427,-153.4022,1.2,8.60, 9,"Central Alaska"
ci,11047365,2,"Wednesday, December 28, 2011 17:14:15 UTC",33.3063,-116.3475,1.7,11.40,74,"Southern California"
nn,00362005,8,"Wednesday, December 28, 2011 17:11:17 UTC",37.8457,-116.1190,1.2,0.00, 9,"Nevada"
ak,10381313,2,"Wednesday, December 28, 2011 16:56:49 UTC",64.0445,-150.1627,1.1,2.90,17,"Central Alaska"
ak,10382877,2,"Wednesday, December 28, 2011 16:49:08 UTC",56.7389,-156.8943,2.5,74.20,17,"Alaska Peninsula"
ci,11047357,2,"Wednesday, December 28, 2011 16:47:31 UTC",34.1472,-117.6905,1.9,5.60,72,"Greater Los Angeles area, California"
us,2011vaa3,6,"Wednesday, December 28, 2011 16:27:39 UTC",7.4815,126.5412,4.6,87.60,34,"Mindanao, Philippines"
ak,10382876,2,"Wednesday, December 28, 2011 16:23:28 UTC",63.0038,-150.3186,1.0,10.70,12,"Central Alaska"
ak,10382875,2,"Wednesday, December 28, 2011 16:15:44 UTC",63.4480,-147.5380,1.1,2.60,18,"Central Alaska"
ak,10381295,2,"Wednesday, December 28, 2011 15:49:30 UTC",66.8108,-154.9721,2.7,40.00,16,"northern Alaska"
nc,71701660,0,"Wednesday, December 28, 2011 15:47:19 UTC",36.5420,-121.1360,1.4,8.30,10,"Central California"
us,2011vaax,7,"Wednesday, December 28, 2011 15:25:42 UTC",51.7091,96.0051,4.6,15.50,27,"southwestern Siberia, Russia"
nc,71701630,1,"Wednesday, December 28, 2011 15:20:42 UTC",37.8330,-121.7930,1.9,7.00,22,"San Francisco Bay area, California"
hv,60294141,1,"Wednesday, December 28, 2011 15:19:57 UTC",19.2660,-155.4352,1.8,6.30,19,"Island of Hawaii, Hawaii"
ak,10381277,3,"Wednesday, December 28, 2011 14:53:33 UTC",56.3920,-152.3659,2.8,25.50,29,"Kodiak Island region, Alaska"
nc,71701610,0,"Wednesday, December 28, 2011 14:43:18 UTC",38.8162,-122.8290,1.1,1.00,19,"Northern California"
uw,60375241,2,"Wednesday, December 28, 2011 14:24:39 UTC",45.4543,-123.8743,1.2,15.50,14,"Oregon"
us,2011vaaw,5,"Wednesday, December 28, 2011 14:23:50 UTC",-6.3725,103.6851,4.7,17.90,38,"southwest of Sumatra, Indonesia"
ak,10382870,2,"Wednesday, December 28, 2011 14:21:58 UTC",62.8439,-148.2018,1.2,55.20,13,"Central Alaska"
nc,71701605,1,"Wednesday, December 28, 2011 14:11:30 UTC",38.8293,-122.7613,1.2,0.70,23,"Northern California"
ci,11047333,2,"Wednesday, December 28, 2011 14:00:35 UTC",32.6360,-115.7213,2.0,12.50,22,"Baja California, Mexico"
nc,71701595,0,"Wednesday, December 28, 2011 13:58:42 UTC",35.9825,-120.5465,1.0,1.20,13,"Central California"
us,2011vaav,6,"Wednesday, December 28, 2011 13:54:34 UTC",51.7733,96.3742,4.6,10.00,15,"southwestern Siberia, Russia"
ak,10382869,2,"Wednesday, December 28, 2011 13:49:14 UTC",51.4648,-173.5147,2.3,20.00, 9,"Andreanof Islands, Aleutian Islands, Alaska"
pr,11362003,0,"Wednesday, December 28, 2011 13:13:03 UTC",19.2091,-65.2993,2.8,101.50, 4,"Puerto Rico region"
ci,11047325,2,"Wednesday, December 28, 2011 12:52:15 UTC",34.0412,-116.9237,1.3,16.70,26,"Southern California"
ak,10382868,2,"Wednesday, December 28, 2011 12:52:08 UTC",61.5362,-146.4500,1.2,30.70,14,"Southern Alaska"
ak,10381262,3,"Wednesday, December 28, 2011 12:45:11 UTC",53.8115,-166.1919,2.1,79.40,27,"Fox Islands, Aleutian Islands, Alaska"
ak,10381258,2,"Wednesday, December 28, 2011 12:38:17 UTC",63.2358,-150.4836,1.6,129.30,20,"Central Alaska"
ak,10382865,2,"Wednesday, December 28, 2011 12:31:44 UTC",59.8545,-151.5184,1.3,72.10,11,"Kenai Peninsula, Alaska"
us,c0007dpr,8,"Wednesday, December 28, 2011 11:43:41 UTC",-27.7631,-70.3358,4.9,41.90,110,"Atacama, Chile"
us,c0007dpd,8,"Wednesday, December 28, 2011 11:05:10 UTC",36.9783,-104.8171,2.5,5.00, 8,"New Mexico"
ak,10382864,2,"Wednesday, December 28, 2011 10:47:36 UTC",61.3793,-146.0054,1.3,29.40,16,"Southern Alaska"
us,c0007dp4,4,"Wednesday, December 28, 2011 10:35:37 UTC",-6.0623,151.0532,4.4,35.00,18,"New Britain region, Papua New Guinea"
ak,10382863,2,"Wednesday, December 28, 2011 10:29:46 UTC",62.4706,-150.0183,1.2,9.40,17,"Central Alaska"
ak,10382862,2,"Wednesday, December 28, 2011 10:24:58 UTC",53.8790,-164.9940,1.9,42.80,14,"Unimak Island region, Alaska"
uu,12281018,2,"Wednesday, December 28, 2011 10:18:39 UTC",38.9947,-111.3817,1.5,14.40, 6,"Utah"
pr,11362001,0,"Wednesday, December 28, 2011 10:07:05 UTC",19.2458,-66.3973,3.0,17.30,13,"Puerto Rico region"
ak,10381241,2,"Wednesday, December 28, 2011 09:47:44 UTC",59.6553,-153.4251,2.2,117.20,22,"Southern Alaska"
nc,71701530,0,"Wednesday, December 28, 2011 09:47:09 UTC",38.8410,-122.8393,1.1,2.20,13,"Northern California"
nc,71701525,1,"Wednesday, December 28, 2011 09:21:48 UTC",38.8157,-122.8257,1.5,2.50,30,"Northern California"
nn,00361964,8,"Wednesday, December 28, 2011 09:20:28 UTC",38.8427,-119.6442,1.0,2.00, 9,"Nevada"
us,c0007dns,6,"Wednesday, December 28, 2011 09:18:32 UTC",43.7413,147.0230,4.7,62.00,54,"Kuril Islands"
nc,71701520,0,"Wednesday, December 28, 2011 08:58:50 UTC",37.3615,-122.1545,1.6,4.90,13,"San Francisco Bay area, California"
pr,11362002,0,"Wednesday, December 28, 2011 08:28:35 UTC",19.0912,-64.5213,2.5,25.60, 3,"Virgin Islands region"
ak,10382860,2,"Wednesday, December 28, 2011 08:22:34 UTC",61.4872,-146.5528,1.3,20.00,20,"Southern Alaska"
ak,10382859,2,"Wednesday, December 28, 2011 08:11:07 UTC",53.5540,-162.8239,2.3,4.20,17,"south of Alaska"
nc,71701485,2,"Wednesday, December 28, 2011 07:52:05 UTC",37.5195,-118.7983,1.0,11.90,25,"Central California"
ak,10381228,2,"Wednesday, December 28, 2011 07:50:44 UTC",54.3054,-161.8811,2.1,20.10,17,"Alaska Peninsula"
ci,11047293,0,"Wednesday, December 28, 2011 07:46:31 UTC",33.7828,-116.5408,1.0,16.30,45,"Southern California"
ci,11047285,2,"Wednesday, December 28, 2011 06:59:14 UTC",32.6623,-115.9143,2.9,8.50,76,"Southern California"
ak,10381218,2,"Wednesday, December 28, 2011 06:42:18 UTC",61.2025,-149.3137,1.3,29.80,17,"Southern Alaska"
us,c0007dms,6,"Wednesday, December 28, 2011 06:38:59 UTC",-21.8637,-179.4800,5.2,613.70,85,"Fiji region"
nc,71701455,1,"Wednesday, December 28, 2011 06:25:39 UTC",38.8377,-122.8393,1.9,2.50,31,"Northern California"
ci,11047269,0,"Wednesday, December 28, 2011 06:18:34 UTC",35.6468,-117.6612,1.5,7.10,35,"Southern California"
nc,71701445,0,"Wednesday, December 28, 2011 06:17:58 UTC",38.8365,-122.7485,1.2,1.60,20,"Northern California"
ak,10381210,2,"Wednesday, December 28, 2011 06:07:17 UTC",52.7667,-166.7534,2.6,1.30,19,"Fox Islands, Aleutian Islands, Alaska"
ak,10381206,2,"Wednesday, December 28, 2011 05:55:33 UTC",61.8452,-152.2003,1.5,5.50,23,"Southern Alaska"
nc,71701440,1,"Wednesday, December 28, 2011 05:49:31 UTC",38.8387,-122.8290,1.8,2.60,32,"Northern California"
ak,10382852,2,"Wednesday, December 28, 2011 05:45:10 UTC",60.3821,-150.8226,1.4,41.50,10,"Kenai Peninsula, Alaska"
ak,10382851,2,"Wednesday, December 28, 2011 05:43:41 UTC",52.0589,-169.5253,2.5,31.80,11,"Fox Islands, Aleutian Islands, Alaska"
ak,10382850,2,"Wednesday, December 28, 2011 05:40:58 UTC",62.2048,-151.1501,1.5,78.30,22,"Central Alaska"
ak,10381199,2,"Wednesday, December 28, 2011 05:25:41 UTC",60.9518,-146.5331,1.7,9.20,28,"Southern Alaska"
nc,71701425,0,"Wednesday, December 28, 2011 05:14:10 UTC",38.8387,-122.8390,1.0,3.00,18,"Northern California"
ci,11047253,2,"Wednesday, December 28, 2011 05:05:36 UTC",34.5703,-116.5415,1.7,2.60,30,"Southern California"
